locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
HNEAP_RS01030	HNEAP_RS01030	1	NC_013422.1	216936	219419	-	NA	DUF2309 domain-containing protein	0.5841	39	TRUE
HNEAP_RS01035	HNEAP_RS01035	1	NC_013422.1	219465	221120	-	NA	NADH dehydrogenase subunit 5	0.5634	26	TRUE
HNEAP_RS01040	HNEAP_RS01040	1	NC_013422.1	221411	222358	+	NA	LysR family transcriptional regulator	0.5222	23	TRUE
HNEAP_RS01045	HNEAP_RS01045	1	NC_013422.1	222448	222801	+	NA	DUF3817 domain-containing protein	0.5282	6	TRUE
HNEAP_RS01050	HNEAP_RS01050	1	NC_013422.1	223050	223448	+	NA	aminoacyl-tRNA hydrolase	0.5514	5	TRUE
HNEAP_RS01055	HNEAP_RS01055	1	NC_013422.1	223467	224009	+	NA	hypothetical protein	0.5617	11	TRUE
HNEAP_RS01060	HNEAP_RS01060	1	NC_013422.1	224238	225791	+	NA	thioredoxin domain-containing protein	0.536	42	TRUE
HNEAP_RS01065	HNEAP_RS01065	1	NC_013422.1	226041	227918	+	NA	DUF839 domain-containing protein	0.5501	43	TRUE
HNEAP_RS01070	HNEAP_RS01070	1	NC_013422.1	228104	229846	+	NA	hypothetical protein	0.5559	40	TRUE
HNEAP_RS12425	HNEAP_RS12425	1	NC_013422.1	229934	232051	+	NA	PKD domain-containing protein	0.5378	61	TRUE
HNEAP_RS01080	HNEAP_RS01080	1	NC_013422.1	232259	233389	-	NA	hypothetical protein	0.5553	18	TRUE
HNEAP_RS01085	HNEAP_RS01085	1	NC_013422.1	233428	233628	-	NA	DUF2892 domain-containing protein	0.4925	7	TRUE
HNEAP_RS01090	HNEAP_RS01090	1	NC_013422.1	233704	234051	-	NA	hypothetical protein	0.5575	8	TRUE
HNEAP_RS01095	HNEAP_RS01095	1	NC_013422.1	234504	235751	+	NA	lipoprotein-releasing system transmembrane subunit LolC	0.5825	19	FALSE
HNEAP_RS01100	HNEAP_RS01100	1	NC_013422.1	235744	236451	+	NA	ABC transporter ATP-binding protein	0.6102	5	FALSE
HNEAP_RS01105	HNEAP_RS01105	1	NC_013422.1	236581	238059	+	NA	alkaline invertase	0.5903	19	TRUE
HNEAP_RS01110	HNEAP_RS01110	1	NC_013422.1	238056	240410	+	NA	sucrose-phosphate synthase	0.5953	50	TRUE
HNEAP_RS01115	HNEAP_RS01115	1	NC_013422.1	240407	241288	+	NA	haloacid dehalogenase	0.576	12	TRUE
HNEAP_RS01120	HNEAP_RS01120	1	NC_013422.1	241531	242199	+	NA	Small-conductance mechanosensitive channel-like protein	0.574	12	TRUE
HNEAP_RS01125	HNEAP_RS01125	1	NC_013422.1	242272	242757	+	NA	pilin	0.5658	12	TRUE
HNEAP_RS01130	HNEAP_RS01130	1	NC_013422.1	243322	244044	+	NA	monofunctional biosynthetic peptidoglycan transglycosylase	0.5574	18	TRUE
HNEAP_RS01135	HNEAP_RS01135	1	NC_013422.1	244073	245356	+	NA	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB	0.5911	32	TRUE
HNEAP_RS01140	HNEAP_RS01140	1	NC_013422.1	245635	245952	+	NA	nucleotidyltransferase domain-containing protein	0.5723	5	TRUE
HNEAP_RS01145	HNEAP_RS01145	1	NC_013422.1	245949	246482	+	NA	hypothetical protein	0.5618	15	TRUE
HNEAP_RS12100	HNEAP_RS12100	1	NC_013422.1	246436	247197	+	NA	class I SAM-dependent methyltransferase	0.5735	20	TRUE
HNEAP_RS01155	HNEAP_RS01155	1	NC_013422.1	247194	248333	+	NA	group 1 glycosyl transferase	0.5842	24	TRUE
HNEAP_RS12105	HNEAP_RS12105	1	NC_013422.1	248330	249076	+	NA	type 11 methyltransferase	0.4485	33	TRUE
HNEAP_RS01165	HNEAP_RS01165	1	NC_013422.1	249073	249999	+	NA	hypothetical protein	0.4509	31	TRUE
HNEAP_RS12430	HNEAP_RS12430	1	NC_013422.1	249996	250550	+	NA	acyltransferase	0.4216	26	FALSE
HNEAP_RS01170	HNEAP_RS01170	1	NC_013422.1	250516	251679	-	NA	DegT/DnrJ/EryC1/StrS family aminotransferase	0.5533	32	TRUE
HNEAP_RS01175	HNEAP_RS01175	1	NC_013422.1	251829	252146	-	NA	hypothetical protein	0.4277	10	FALSE
HNEAP_RS01180	HNEAP_RS01180	1	NC_013422.1	252310	252606	-	NA	nucleotidyltransferase domain-containing protein	0.4613	7	TRUE
HNEAP_RS01185	HNEAP_RS01185	1	NC_013422.1	252850	253179	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.5061	14	TRUE
HNEAP_RS01190	HNEAP_RS01190	1	NC_013422.1	253166	253417	-	NA	type II toxin-antitoxin system prevent-host-death family antitoxin	0.5278	5	FALSE
HNEAP_RS01195	HNEAP_RS01195	1	NC_013422.1	253598	253858	-	NA	Txe/YoeB family addiction module toxin	0.4291	16	TRUE
HNEAP_RS01200	HNEAP_RS01200	1	NC_013422.1	253855	254106	-	NA	type II toxin-antitoxin system prevent-host-death family antitoxin	0.5357	3	TRUE
HNEAP_RS01205	HNEAP_RS01205	1	NC_013422.1	254253	254816	-	NA	Uma2 family endonuclease	0.5319	20	FALSE
HNEAP_RS01210	HNEAP_RS01210	1	NC_013422.1	255234	256067	-	NA	2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase	0.5779	14	FALSE
HNEAP_RS01215	HNEAP_RS01215	1	NC_013422.1	256158	257315	-	NA	carbohydrate porin	0.5674	17	TRUE
HNEAP_RS01220	HNEAP_RS01220	1	NC_013422.1	257371	258576	-	NA	succinyldiaminopimelate transaminase	0.6128	22	TRUE
HNEAP_RS01225	HNEAP_RS01225	1	NC_013422.1	258617	259018	+	NA	glyoxalase	0.6095	5	TRUE
HNEAP_RS12110	HNEAP_RS12110	1	NC_013422.1	258946	259941	-	NA	META domain-containing protein	0.5522	21	TRUE
HNEAP_RS01235	HNEAP_RS01235	1	NC_013422.1	259763	260527	-	NA	ParA family protein	0.5503	15	TRUE
HNEAP_RS01240	HNEAP_RS01240	1	NC_013422.1	260589	262061	-	NA	nitrogen regulation protein NR(I)	0.6083	11	TRUE
HNEAP_RS01245	HNEAP_RS01245	1	NC_013422.1	262058	263335	-	NA	hypothetical protein	0.5305	23	TRUE
HNEAP_RS01250	HNEAP_RS01250	1	NC_013422.1	263446	264177	-	NA	DUF4124 domain-containing protein	0.5355	10	TRUE
HNEAP_RS01255	HNEAP_RS01255	1	NC_013422.1	264454	265569	-	NA	5-(carboxyamino)imidazole ribonucleotide synthase	0.5654	16	FALSE
HNEAP_RS01260	HNEAP_RS01260	1	NC_013422.1	265585	266127	-	NA	5-(carboxyamino)imidazole ribonucleotide mutase	0.6188	7	FALSE
HNEAP_RS01265	HNEAP_RS01265	1	NC_013422.1	266124	266582	-	NA	hypothetical protein	0.5403	17	TRUE
HNEAP_RS01270	HNEAP_RS01270	1	NC_013422.1	266669	267649	-	NA	C4-dicarboxylate ABC transporter	0.5199	28	TRUE
HNEAP_RS01275	HNEAP_RS01275	1	NC_013422.1	267796	268461	+	NA	integral membrane protein	0.5165	12	TRUE
HNEAP_RS01280	HNEAP_RS01280	1	NC_013422.1	268701	269039	+	NA	cytochrome c554	0.5369	7	TRUE
HNEAP_RS01285	HNEAP_RS01285	1	NC_013422.1	269152	270015	-	NA	phosphate transport system regulatory protein PhoU	0.5359	16	FALSE
HNEAP_RS01290	HNEAP_RS01290	1	NC_013422.1	270053	272128	+	NA	polyphosphate kinase 1	0.54	42	FALSE
HNEAP_RS01295	HNEAP_RS01295	1	NC_013422.1	272175	273347	-	NA	glutamate 5-kinase	0.624	14	FALSE
HNEAP_RS01300	HNEAP_RS01300	1	NC_013422.1	273354	274481	-	NA	Obg family GTPase CgtA	0.5922	18	FALSE
HNEAP_RS01305	HNEAP_RS01305	1	NC_013422.1	274634	274891	-	NA	50S ribosomal protein L27	0.5814	3	FALSE
HNEAP_RS01310	HNEAP_RS01310	1	NC_013422.1	274945	275256	-	NA	50S ribosomal protein L21	0.5545	5	FALSE
HNEAP_RS01315	HNEAP_RS01315	1	NC_013422.1	275500	275892	+	NA	hypothetical protein	0.598	3	TRUE
HNEAP_RS01320	HNEAP_RS01320	1	NC_013422.1	276080	278050	+	NA	copper oxidase	0.5804	44	TRUE
HNEAP_RS01325	HNEAP_RS01325	1	NC_013422.1	278073	278897	+	NA	copper resistance protein B	0.5745	25	TRUE
HNEAP_RS01330	HNEAP_RS01330	1	NC_013422.1	279022	279285	+	NA	hypothetical protein	0.5379	4	TRUE
HNEAP_RS01335	HNEAP_RS01335	1	NC_013422.1	279331	281040	+	NA	bilirubin oxidase	0.5643	31	TRUE
HNEAP_RS01340	HNEAP_RS01340	1	NC_013422.1	281191	282558	+	NA	TolC family protein	0.606	14	TRUE
HNEAP_RS12115	HNEAP_RS12115	1	NC_013422.1	282555	284438	+	NA	efflux RND transporter periplasmic adaptor subunit	0.6146	26	TRUE
HNEAP_RS01350	HNEAP_RS01350	1	NC_013422.1	284451	287723	+	NA	AcrB/AcrD/AcrF family protein	0.6001	49	TRUE
HNEAP_RS01355	HNEAP_RS01355	1	NC_013422.1	287821	288228	+	NA	DUF4332 domain-containing protein	0.5809	3	TRUE
HNEAP_RS01360	HNEAP_RS01360	1	NC_013422.1	288319	288597	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.5125	11	TRUE
HNEAP_RS01365	HNEAP_RS01365	1	NC_013422.1	288597	288824	-	NA	hypothetical protein	0.5219	6	TRUE
HNEAP_RS01370	HNEAP_RS01370	1	NC_013422.1	288905	289603	-	NA	sulfite exporter TauE/SafE family protein	0.588	19	FALSE
HNEAP_RS01375	HNEAP_RS01375	1	NC_013422.1	289695	293879	+	NA	ATP-dependent RNA helicase HrpA	0.6038	55	TRUE
HNEAP_RS01380	HNEAP_RS01380	1	NC_013422.1	294221	295990	+	NA	hypothetical protein	0.5056	56	TRUE
HNEAP_RS01385	HNEAP_RS01385	1	NC_013422.1	296366	296713	+	NA	DUF3024 domain-containing protein	0.4425	9	TRUE
HNEAP_RS01390	HNEAP_RS01390	1	NC_013422.1	296954	297256	-	NA	type II toxin-antitoxin system RelE/ParE family toxin	0.4587	10	TRUE
HNEAP_RS01395	HNEAP_RS01395	1	NC_013422.1	297256	297495	-	NA	type II toxin-antitoxin system ParD family antitoxin	0.4667	7	TRUE
HNEAP_RS01400	HNEAP_RS01400	1	NC_013422.1	297650	298324	-	NA	anti-sigma-K factor RskA	0.5659	8	TRUE
HNEAP_RS01405	HNEAP_RS01405	1	NC_013422.1	298326	299120	-	NA	hypothetical protein	0.5698	12	TRUE
HNEAP_RS01415	HNEAP_RS01415	1	NC_013422.1	299368	299625	+	NA	hypothetical protein	0.5	5	TRUE
HNEAP_RS01420	HNEAP_RS01420	1	NC_013422.1	299957	300805	+	NA	DUF692 domain-containing protein	0.5607	18	TRUE
HNEAP_RS12120	HNEAP_RS12120	1	NC_013422.1	300802	301551	+	NA	DUF2063 domain-containing protein	0.5333	15	TRUE
HNEAP_RS01430	HNEAP_RS01430	1	NC_013422.1	301556	304075	+	NA	thioredoxin domain-containing protein	0.5671	46	TRUE
HNEAP_RS01435	HNEAP_RS01435	1	NC_013422.1	304266	304814	-	NA	fatty acid hydroxylase	0.5337	11	TRUE
HNEAP_RS01440	HNEAP_RS01440	1	NC_013422.1	305082	305684	+	NA	DUF4124 domain-containing protein	0.5589	18	TRUE
HNEAP_RS01445	HNEAP_RS01445	1	NC_013422.1	305666	306682	-	NA	aminoglycoside phosphotransferase	0.5624	17	TRUE
HNEAP_RS01450	HNEAP_RS01450	1	NC_013422.1	306894	307613	+	NA	Zn-dependent hydrolase	0.5569	15	TRUE
HNEAP_RS01455	HNEAP_RS01455	1	NC_013422.1	307610	308758	+	NA	pyridine nucleotide-disulfide oxidoreductase	0.584	21	TRUE
HNEAP_RS01460	HNEAP_RS01460	1	NC_013422.1	308958	310787	-	NA	DNA helicase RecQ	0.5842	34	TRUE
HNEAP_RS01465	HNEAP_RS01465	1	NC_013422.1	310900	311427	+	NA	hypothetical protein	0.5492	8	TRUE
HNEAP_RS01470	HNEAP_RS01470	1	NC_013422.1	311494	312861	+	NA	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	0.5877	21	TRUE
HNEAP_RS01475	HNEAP_RS01475	1	NC_013422.1	312896	313486	+	NA	peptidase S16	0.577	12	TRUE
HNEAP_RS01480	HNEAP_RS01480	1	NC_013422.1	313660	314040	+	NA	thiol reductase thioredoxin	0.5354	4	TRUE
HNEAP_RS01485	HNEAP_RS01485	1	NC_013422.1	314071	314985	+	NA	AEC family transporter	0.5552	18	TRUE
HNEAP_RS01490	HNEAP_RS01490	1	NC_013422.1	315048	315608	+	NA	FKBP-type peptidylprolyl isomerase	0.5651	5	TRUE
HNEAP_RS01495	HNEAP_RS01495	1	NC_013422.1	315601	317409	+	NA	peptidase M61 domain-containing protein	0.5871	26	TRUE
HNEAP_RS12125	HNEAP_RS12125	1	NC_013422.1	317310	318233	+	NA	biotin--[acetyl-CoA-carboxylase] ligase	0.5963	11	FALSE
HNEAP_RS01505	HNEAP_RS01505	1	NC_013422.1	318234	319001	+	NA	type III pantothenate kinase	0.5833	8	FALSE
HNEAP_RS01510	HNEAP_RS01510	5	NC_013422.1	319074	319149	+	NA	tRNA-Thr	0.5658	3	FALSE
HNEAP_RS01515	HNEAP_RS01515	5	NC_013422.1	319250	319334	+	NA	tRNA-Tyr	0.5765	1	FALSE
HNEAP_RS01520	HNEAP_RS01520	5	NC_013422.1	319388	319461	+	NA	tRNA-Gly	0.5405	2	FALSE
HNEAP_RS01525	HNEAP_RS01525	5	NC_013422.1	319485	319560	+	NA	tRNA-Thr	0.5789	2	FALSE
HNEAP_RS01530	HNEAP_RS01530	1	NC_013422.1	319633	320823	+	NA	elongation factor Tu	0.5592	30	TRUE
HNEAP_RS01535	HNEAP_RS01535	5	NC_013422.1	320906	320981	+	NA	tRNA-Trp	0.5658	2	FALSE
HNEAP_RS01540	HNEAP_RS01540	1	NC_013422.1	321067	321441	+	NA	preprotein translocase subunit SecE	0.5413	6	FALSE
HNEAP_RS01545	HNEAP_RS01545	1	NC_013422.1	321454	321987	+	NA	transcription termination/antitermination protein NusG	0.5206	11	FALSE
HNEAP_RS01550	HNEAP_RS01550	1	NC_013422.1	322062	322493	+	NA	50S ribosomal protein L11	0.5255	13	FALSE
HNEAP_RS01555	HNEAP_RS01555	1	NC_013422.1	322493	323188	+	NA	50S ribosomal protein L1	0.5417	11	FALSE
HNEAP_RS01560	HNEAP_RS01560	1	NC_013422.1	323424	323951	+	NA	50S ribosomal protein L10	0.5492	7	FALSE
HNEAP_RS01565	HNEAP_RS01565	1	NC_013422.1	323983	324360	+	NA	50S ribosomal protein L7/L12	0.4894	4	FALSE
HNEAP_RS01570	HNEAP_RS01570	1	NC_013422.1	324553	328719	+	NA	DNA-directed RNA polymerase subunit beta	0.5476	77	FALSE
HNEAP_RS01575	HNEAP_RS01575	1	NC_013422.1	328797	333002	+	NA	DNA-directed RNA polymerase subunit beta'	0.5573	84	FALSE
HNEAP_RS01580	HNEAP_RS01580	1	NC_013422.1	333122	333499	+	NA	30S ribosomal protein S12	0.5423	16	FALSE
HNEAP_RS01585	HNEAP_RS01585	1	NC_013422.1	333527	333997	+	NA	30S ribosomal protein S7	0.5287	12	FALSE
HNEAP_RS01590	HNEAP_RS01590	1	NC_013422.1	334015	336114	+	NA	elongation factor G	0.5357	45	FALSE
HNEAP_RS01595	HNEAP_RS01595	1	NC_013422.1	336147	337337	+	NA	elongation factor Tu	0.5508	33	FALSE
HNEAP_RS01600	HNEAP_RS01600	1	NC_013422.1	337343	337654	+	NA	30S ribosomal protein S10	0.5128	3	FALSE
HNEAP_RS01605	HNEAP_RS01605	1	NC_013422.1	337802	338446	+	NA	50S ribosomal protein L3	0.5426	18	FALSE
HNEAP_RS01610	HNEAP_RS01610	1	NC_013422.1	338455	339063	+	NA	50S ribosomal protein L4	0.5238	15	FALSE
HNEAP_RS01615	HNEAP_RS01615	1	NC_013422.1	339060	339353	+	NA	50S ribosomal protein L23	0.517	5	FALSE
HNEAP_RS01620	HNEAP_RS01620	1	NC_013422.1	339383	340207	+	NA	50S ribosomal protein L2	0.5539	24	FALSE
HNEAP_RS12435	HNEAP_RS12435	1	NC_013422.1	340232	340507	+	NA	30S ribosomal protein S19	0.5399	5	FALSE
HNEAP_RS01630	HNEAP_RS01630	1	NC_013422.1	340517	340849	+	NA	50S ribosomal protein L22	0.5465	2	FALSE
HNEAP_RS01635	HNEAP_RS01635	1	NC_013422.1	340860	341534	+	NA	30S ribosomal protein S3	0.5437	12	FALSE
HNEAP_RS01640	HNEAP_RS01640	1	NC_013422.1	341566	341979	+	NA	50S ribosomal protein L16	0.5145	10	FALSE
HNEAP_RS01645	HNEAP_RS01645	1	NC_013422.1	341979	342176	+	NA	50S ribosomal protein L29	0.4646	1	FALSE
HNEAP_RS01650	HNEAP_RS01650	1	NC_013422.1	342178	342447	+	NA	30S ribosomal protein S17	0.4926	8	FALSE
HNEAP_RS01655	HNEAP_RS01655	1	NC_013422.1	342460	342828	+	NA	50S ribosomal protein L14	0.5149	10	FALSE
HNEAP_RS01660	HNEAP_RS01660	1	NC_013422.1	342839	343162	+	NA	50S ribosomal protein L24	0.4691	9	FALSE
HNEAP_RS01665	HNEAP_RS01665	1	NC_013422.1	343174	343713	+	NA	50S ribosomal protein L5	0.5	14	FALSE
HNEAP_RS01670	HNEAP_RS01670	1	NC_013422.1	343725	344030	+	NA	30S ribosomal protein S14	0.5163	3	FALSE
HNEAP_RS01675	HNEAP_RS01675	1	NC_013422.1	344043	344435	+	NA	30S ribosomal protein S8	0.5038	10	FALSE
HNEAP_RS01680	HNEAP_RS01680	1	NC_013422.1	344449	344976	+	NA	50S ribosomal protein L6	0.4905	14	FALSE
HNEAP_RS01685	HNEAP_RS01685	1	NC_013422.1	344986	345342	+	NA	50S ribosomal protein L18	0.5406	8	FALSE
HNEAP_RS01690	HNEAP_RS01690	1	NC_013422.1	345354	345869	+	NA	30S ribosomal protein S5	0.5136	15	FALSE
HNEAP_RS01695	HNEAP_RS01695	1	NC_013422.1	345866	346057	+	NA	50S ribosomal protein L30	0.4688	5	FALSE
HNEAP_RS01700	HNEAP_RS01700	1	NC_013422.1	346057	346485	+	NA	50S ribosomal protein L15	0.5431	6	FALSE
HNEAP_RS01705	HNEAP_RS01705	1	NC_013422.1	346489	347823	+	NA	preprotein translocase subunit SecY	0.5079	54	FALSE
HNEAP_RS01710	HNEAP_RS01710	1	NC_013422.1	347900	348256	+	NA	30S ribosomal protein S13	0.5294	7	FALSE
HNEAP_RS01715	HNEAP_RS01715	1	NC_013422.1	348299	348688	+	NA	30S ribosomal protein S11	0.5359	7	FALSE
HNEAP_RS01720	HNEAP_RS01720	1	NC_013422.1	348702	349325	+	NA	30S ribosomal protein S4	0.492	12	FALSE
HNEAP_RS01725	HNEAP_RS01725	1	NC_013422.1	349342	350337	+	NA	DNA-directed RNA polymerase subunit alpha	0.504	25	FALSE
HNEAP_RS01730	HNEAP_RS01730	1	NC_013422.1	350367	350747	+	NA	50S ribosomal protein L17	0.5354	8	FALSE
HNEAP_RS01735	HNEAP_RS01735	1	NC_013422.1	350881	351531	+	NA	hypothetical protein	0.5223	12	TRUE
HNEAP_RS01740	HNEAP_RS01740	1	NC_013422.1	351594	353633	-	NA	excinuclease ABC subunit UvrB	0.5549	44	TRUE
HNEAP_RS01745	HNEAP_RS01745	1	NC_013422.1	353784	356195	+	NA	ribonuclease R	0.5717	31	FALSE
HNEAP_RS01750	HNEAP_RS01750	1	NC_013422.1	356195	357001	+	NA	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	0.5911	11	TRUE
HNEAP_RS01755	HNEAP_RS01755	1	NC_013422.1	357115	358290	+	NA	pyridoxal phosphate-dependent aminotransferase	0.5816	20	FALSE
HNEAP_RS01760	HNEAP_RS01760	1	NC_013422.1	358362	359411	+	NA	recombinase RecA	0.5705	21	TRUE
HNEAP_RS01765	HNEAP_RS01765	1	NC_013422.1	359427	359933	+	NA	regulatory protein RecX	0.5779	10	TRUE
HNEAP_RS01770	HNEAP_RS01770	1	NC_013422.1	360107	362722	+	NA	alanine--tRNA ligase	0.5826	43	FALSE
HNEAP_RS01775	HNEAP_RS01775	1	NC_013422.1	362922	364154	+	NA	aspartate kinase	0.5312	33	FALSE
HNEAP_RS01780	HNEAP_RS01780	1	NC_013422.1	364233	364448	+	NA	carbon storage regulator	0.4815	5	FALSE
HNEAP_RS01785	HNEAP_RS01785	1	NC_013422.1	364525	365724	+	NA	ammonium transporter	0.5517	23	TRUE
HNEAP_RS01790	HNEAP_RS01790	5	NC_013422.1	365792	365881	+	NA	tRNA-Ser	0.5667	4	FALSE
HNEAP_RS12440	HNEAP_RS12440	1	NC_013422.1	366741	366911	+	NA	AlpA family phage regulatory protein	0.5263	3	FALSE
HNEAP_RS12445	HNEAP_RS12445	1	NC_013422.1	367010	369424	-	NA	relaxase	0.5395	48	TRUE
HNEAP_RS01810	HNEAP_RS01810	1	NC_013422.1	369414	369818	-	NA	hypothetical protein	0.5383	6	TRUE
HNEAP_RS01815	HNEAP_RS01815	1	NC_013422.1	370195	371868	-	NA	hypothetical protein	0.601	30	FALSE
HNEAP_RS01820	HNEAP_RS01820	1	NC_013422.1	372103	372546	-	NA	hypothetical protein	0.3806	17	TRUE
HNEAP_RS01825	HNEAP_RS01825	1	NC_013422.1	372550	372795	-	NA	hypothetical protein	0.4553	13	TRUE
HNEAP_RS01830	HNEAP_RS01830	1	NC_013422.1	372792	376835	-	NA	hypothetical protein	0.5883	78	FALSE
GFF365		7	NC_013422.1	376812	377594	+	NA	IS66 family transposase	0.5824	13	TRUE
GFF366		7	NC_013422.1	377632	378186	+	NA	IS66 family transposase	0.573	8	TRUE
HNEAP_RS01845	HNEAP_RS01845	1	NC_013422.1	378521	378835	-	NA	hypothetical protein	0.4603	12	FALSE
HNEAP_RS01850	HNEAP_RS01850	1	NC_013422.1	378823	386097	-	NA	hypothetical protein	0.5783	140	TRUE
HNEAP_RS01855	HNEAP_RS01855	1	NC_013422.1	386116	387873	-	NA	ShlB/FhaC/HecB family hemolysin secretion/activation protein	0.5387	57	TRUE
HNEAP_RS01860	HNEAP_RS01860	1	NC_013422.1	388197	388487	-	NA	addiction module antidote protein  HigA family	0.5464	7	TRUE
GFF371		7	NC_013422.1	388487	388765	-	NA	Killer protein	0.4982	10	TRUE
HNEAP_RS01870	HNEAP_RS01870	1	NC_013422.1	388762	389103	-	NA	hypothetical protein	0.5468	6	TRUE
HNEAP_RS01875	HNEAP_RS01875	1	NC_013422.1	389193	389444	-	NA	hypothetical protein	0.6389	4	TRUE
HNEAP_RS01885	HNEAP_RS01885	1	NC_013422.1	389710	390156	-	NA	DUF302 domain-containing protein	0.5145	8	TRUE
HNEAP_RS12450	HNEAP_RS12450	1	NC_013422.1	391181	391453	+	NA	YkgJ family cysteine cluster protein	0.5238	5	TRUE
HNEAP_RS01890	HNEAP_RS01890	1	NC_013422.1	391719	393110	-	NA	aromatic hydrocarbon degradation membrane protein	0.5345	36	TRUE
HNEAP_RS01895	HNEAP_RS01895	1	NC_013422.1	393520	394365	-	NA	diaminopimelate epimerase	0.5485	11	FALSE
HNEAP_RS01900	HNEAP_RS01900	1	NC_013422.1	394554	394997	+	NA	hypothetical protein	0.5473	9	TRUE
HNEAP_RS01905	HNEAP_RS01905	1	NC_013422.1	395075	396916	+	NA	translational GTPase TypA	0.5581	35	TRUE
HNEAP_RS01910	HNEAP_RS01910	1	NC_013422.1	396964	398319	+	NA	signal recognition particle protein	0.5789	22	FALSE
HNEAP_RS01915	HNEAP_RS01915	5	NC_013422.1	398461	398544	+	NA	tRNA-Leu	0.5476	3	FALSE
HNEAP_RS01920	HNEAP_RS01920	1	NC_013422.1	398612	399910	+	NA	trigger factor	0.5566	12	TRUE
HNEAP_RS01925	HNEAP_RS01925	1	NC_013422.1	400076	400708	+	NA	ATP-dependent Clp endopeptidase  proteolytic subunit ClpP	0.5197	11	TRUE
HNEAP_RS01930	HNEAP_RS01930	1	NC_013422.1	400769	402073	+	NA	ATP-dependent Clp protease ATP-binding subunit ClpX	0.5525	18	TRUE
HNEAP_RS01935	HNEAP_RS01935	1	NC_013422.1	402313	404745	+	NA	endopeptidase La	0.5614	38	TRUE
HNEAP_RS01940	HNEAP_RS01940	1	NC_013422.1	405027	405299	+	NA	HU family DNA-binding protein	0.5311	3	TRUE
HNEAP_RS01945	HNEAP_RS01945	1	NC_013422.1	405502	407439	+	NA	peptidyl-prolyl cis-trans isomerase	0.5624	31	TRUE
HNEAP_RS01950	HNEAP_RS01950	1	NC_013422.1	407619	408407	-	NA	enoyl-ACP reductase	0.5779	12	FALSE
HNEAP_RS01955	HNEAP_RS01955	1	NC_013422.1	408537	410513	+	NA	ABC transporter substrate-binding protein	0.5665	46	TRUE
HNEAP_RS01960	HNEAP_RS01960	1	NC_013422.1	410515	411264	+	NA	hypothetical protein	0.596	19	TRUE
HNEAP_RS01965	HNEAP_RS01965	1	NC_013422.1	411276	411950	+	NA	FMN-binding negative transcriptional regulator	0.5778	14	TRUE
HNEAP_RS01970	HNEAP_RS01970	1	NC_013422.1	411947	413011	+	NA	microcin C ABC transporter permease YejB	0.5502	24	TRUE
HNEAP_RS01975	HNEAP_RS01975	1	NC_013422.1	413008	414048	+	NA	ABC transporter permease	0.5783	26	TRUE
HNEAP_RS01980	HNEAP_RS01980	1	NC_013422.1	414118	414513	-	NA	YkgJ family cysteine cluster protein	0.6111	8	TRUE
HNEAP_RS01985	HNEAP_RS01985	1	NC_013422.1	414775	415542	+	NA	ABC transporter substrate-binding protein	0.5065	24	TRUE
HNEAP_RS01990	HNEAP_RS01990	1	NC_013422.1	416111	416392	+	NA	DUF1255 domain-containing protein	0.5284	3	TRUE
HNEAP_RS01995	HNEAP_RS01995	1	NC_013422.1	416802	418271	+	NA	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	0.551	31	TRUE
HNEAP_RS02000	HNEAP_RS02000	1	NC_013422.1	418294	419646	-	NA	metal-dependent phosphohydrolase	0.5772	22	TRUE
HNEAP_RS02005	HNEAP_RS02005	1	NC_013422.1	419701	421428	-	NA	single-stranded-DNA-specific exonuclease RecJ	0.588	24	TRUE
HNEAP_RS02010	HNEAP_RS02010	1	NC_013422.1	421502	423019	-	NA	exopolyphosphatase	0.5731	28	TRUE
HNEAP_RS02015	HNEAP_RS02015	1	NC_013422.1	423167	424231	-	NA	fructose-bisphosphate aldolase class II	0.5615	18	FALSE
HNEAP_RS02020	HNEAP_RS02020	1	NC_013422.1	424313	425788	-	NA	pyruvate kinase	0.5542	30	FALSE
HNEAP_RS02025	HNEAP_RS02025	1	NC_013422.1	425798	426997	-	NA	phosphoglycerate kinase	0.5567	13	FALSE
HNEAP_RS02030	HNEAP_RS02030	1	NC_013422.1	427153	428151	-	NA	type I glyceraldehyde-3-phosphate dehydrogenase	0.5415	13	FALSE
HNEAP_RS02035	HNEAP_RS02035	1	NC_013422.1	428269	430257	-	NA	transketolase	0.5726	30	FALSE
HNEAP_RS02040	HNEAP_RS02040	1	NC_013422.1	430447	430998	-	NA	thioredoxin family protein	0.5199	18	TRUE
HNEAP_RS02045	HNEAP_RS02045	1	NC_013422.1	431225	432082	+	NA	hypothetical protein	0.5513	16	TRUE
HNEAP_RS02050	HNEAP_RS02050	1	NC_013422.1	432170	433252	+	NA	IS630 family transposase	0.5946	12	TRUE
